 0056.4 0024.0 0021.9 0022.1 0022.4 0022.1 0022.2 0022.1
 0056.4 0024.0 0021.9 0022.1 0022.4 0022.1 0022.2 0022.1
 0057.6 0024.0 0021.9 0022.1 0022.4 0022.1 0022.2 0022.1
 0057.6 0022.5 0021.9 0022.1 0022.4 0022.1 0022.2 0022.1
 0057.6 0022.5 0022.1 0022.1 0022.4 0022.1 0022.2 0022.1
 0057.6 0022.5 0022.1 0022.1 0022.4 0022.1 0022.2 0022.1
 0057.6 0022.5 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0057.6 0022.5 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0057.6 0022.5 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0058.9 0022.5 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0058.9 0022.7 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0058.9 0022.7 0021.8 0022.1 0022.1 0022.1 0022.2 0022.1
 0058.9 0022.7 0021.8 0022.1 0022.8 0022.1 0022.2 0022.1
 0058.9 0022.7 0021.8 0022.1 0022.8 0022.1 0022.2 0022.1
 0058.9 0022.7 0021.8 0022.1 0022.8 0022.1 0022.2 0022.1
 0058.9 0022.7 0021.8 0022.1 0022.8 0022.1 0022.2 0022.1
 0060.2 0022.7 0021.8 0022.1 0022.8 0022.1 0022.2 0022.1
 0060.2 0022.5 0021.8 0022.1 0022.8 0022.1 0022.2 0022.1
 0060.2 0022.5 0022.1 0022.1 0022.8 0022.1 0022.2 0022.1
 0060.2 0022.5 0022.1 0022.1 0022.4 0022.1 0022.2 0022.1
 0060.2 0022.5 0022.1 0022.1 0022.4 0022.1 0022.2 0022.1
 0060.2 0022.5 0022.1 0022.1 0022.4 0022.1 0022.2 0022.1
 0060.2 0022.5 0022.1 0022.1 0022.4 0022.1 0022.2 0022.1
 0061.0 0022.5 0022.1 0022.1 0022.4 0022.1 0022.2 0022.1
 0061.0 0022.2 0022.1 0022.1 0022.4 0022.1 0022.2 0022.1
 0061.0 0022.2 0022.1 0022.1 0022.4 0022.1 0022.2 0022.1
 0061.0 0022.2 0022.1 0022.1 0022.4 0022.1 0022.2 0022.1
 0061.0 0022.2 0022.1 0022.1 0022.2 0022.1 0022.2 0022.1
 0061.0 0022.2 0022.1 0022.1 0022.2 0022.1 0022.2 0022.1
 0061.0 0022.2 0022.1 0022.1 0022.2 0022.1 0022.2 0022.1
 0061.5 0022.2 0022.1 0022.1 0022.2 0022.1 0022.2 0022.1
 0061.5 0022.3 0022.1 0022.1 0022.2 0022.1 0022.2 0022.1
 0061.5 0022.3 0022.1 0022.1 0022.2 0022.1 0022.2 0022.1
 0061.5 0022.3 0022.1 0022.1 0022.2 0022.1 0022.2 0022.1
 0061.5 0022.3 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0061.5 0022.3 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0061.5 0022.3 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0061.5 0022.3 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0061.9 0022.3 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0061.9 0023.3 0022.4 0022.1 0022.1 0022.1 0022.2 0022.1
 0061.9 0023.3 0022.4 0022.1 0022.1 0022.1 0022.2 0022.1
 0061.9 0023.3 0022.4 0022.1 0022.2 0022.1 0022.2 0022.1
 0061.9 0023.3 0022.4 0022.1 0022.2 0022.1 0022.2 0022.1
 0061.9 0023.3 0022.4 0022.1 0022.2 0022.1 0022.2 0022.1
 0062.2 0023.3 0022.4 0022.1 0022.2 0022.1 0022.2 0022.1
 0062.2 0022.4 0022.4 0022.1 0022.2 0022.1 0022.2 0022.1
 0062.2 0022.4 0022.2 0022.1 0022.2 0022.1 0022.2 0022.1
 0062.2 0022.4 0022.2 0022.1 0022.2 0022.1 0022.2 0022.1
 0062.2 0022.4 0022.2 0022.1 0022.1 0022.1 0022.2 0022.1
 0062.2 0022.4 0022.2 0022.1 0022.1 0022.1 0022.2 0022.1
 0062.2 0022.4 0022.2 0022.1 0022.1 0022.1 0022.2 0022.1
 0062.2 0022.4 0022.2 0022.1 0022.1 0022.1 0022.2 0022.1
 0061.8 0022.4 0022.2 0022.1 0022.1 0022.1 0022.2 0022.1
 0061.8 0022.4 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0061.8 0022.4 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0061.8 0022.4 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0061.8 0022.4 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0061.8 0022.4 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0060.6 0022.4 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0060.6 0022.6 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0060.6 0022.6 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0060.6 0022.6 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0060.6 0022.6 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0060.6 0022.6 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0060.6 0022.6 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0060.6 0022.6 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0060.6 0022.5 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0060.6 0022.5 0022.2 0022.1 0022.1 0022.1 0022.2 0022.1
 0060.6 0022.5 0022.2 0022.1 0022.1 0022.1 0022.2 0022.1
 0060.6 0022.5 0022.2 0022.1 0022.1 0022.1 0022.2 0022.1
 0060.6 0022.5 0022.2 0022.1 0022.1 0022.1 0022.2 0022.1
 0060.6 0022.5 0022.2 0022.1 0022.1 0022.1 0022.2 0022.1
 0061.0 0022.5 0022.2 0022.1 0022.1 0022.1 0022.2 0022.1
 0061.0 0022.4 0022.2 0022.1 0022.1 0022.1 0022.2 0022.1
 0061.0 0022.4 0022.2 0022.1 0022.1 0022.1 0022.2 0022.1
 0061.0 0022.4 0022.2 0022.1 0022.1 0022.1 0022.2 0022.1
 0061.0 0022.4 0022.2 0022.1 0022.2 0022.1 0022.2 0022.1
 0061.0 0022.4 0022.2 0022.1 0022.2 0022.1 0022.2 0022.1
 0061.0 0022.4 0022.2 0022.1 0022.2 0022.1 0022.2 0022.1
 0061.6 0022.4 0022.2 0022.1 0022.2 0022.1 0022.2 0022.1
 0061.6 0022.8 0022.2 0022.1 0022.2 0022.1 0022.2 0022.1
 0061.6 0022.8 0022.1 0022.1 0022.2 0022.1 0022.2 0022.1
 0061.6 0022.8 0022.1 0022.1 0022.2 0022.1 0022.2 0022.1
 0061.6 0022.8 0022.1 0022.1 0022.2 0022.1 0022.2 0022.1
 0061.6 0022.8 0022.1 0022.1 0022.2 0022.1 0022.2 0022.1
 0061.6 0022.8 0022.1 0022.1 0022.2 0022.1 0022.2 0022.1
 0061.6 0022.8 0022.1 0022.1 0022.2 0022.1 0022.2 0022.1
 0062.3 0022.8 0022.1 0022.1 0022.2 0022.1 0022.2 0022.1
 0062.3 0023.9 0022.1 0022.1 0022.2 0022.1 0022.2 0022.1
 0062.3 0023.9 0022.3 0022.1 0022.2 0022.1 0022.2 0022.1
 0062.3 0023.9 0022.3 0022.1 0022.2 0022.1 0022.2 0022.1
 0062.3 0023.9 0022.3 0022.1 0022.2 0022.1 0022.2 0022.1
 0062.3 0023.9 0022.3 0022.1 0022.2 0022.1 0022.2 0022.1
 0062.3 0023.9 0022.3 0022.1 0022.2 0022.1 0022.2 0022.1
 0062.8 0025.8 0022.3 0022.1 0022.2 0022.1 0022.2 0022.1
 0062.8 0025.8 0022.1 0022.1 0022.2 0022.1 0022.2 0022.1
 0062.8 0025.8 0022.1 0022.1 0022.2 0022.1 0022.2 0022.1
 0062.8 0025.8 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0062.8 0025.8 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0062.8 0025.8 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0062.7 0025.8 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0062.7 0022.6 0022.1 0022.1 0022.1 0022.1 0022.2 0022.1
 0062.7 0022.6 0022.2 0022.1 0022.1 0022.1 0022.2 0022.1
 0062.7 0022.6 0022.2 0022.1 0022.1 0022.1 0022.2 0022.1
 0062.7 0022.6 0022.2 0022.1 0022.1 0022.1 0022.2 0022.1
 0062.7 0022.6 0022.2 0022.1 0022.1 0022.1 0022.2 0022.1
 0062.7 0022.6 0022.2 0022.1 0022.1 0022.1 0022.2 0022.1
 0062.8 0022.6 0022.2 0022.1 0022.1 0022.1 0022.2 0022.1
 0062.8 0022.4 0022.2 0022.1 0022.1 0022.1 0022.2 0022.1
 0062.8 0022.4 0022.2 0022.1 0022.1 0022.1 0022.2 0022.1
 0062.8 0022.4 0022.2 0022.1 0022.1 0022.1 0022.2 0022.1
 0062.8 0022.4 0022.2 0022.1 0022.2 0022.1 0022.2 0022.1
 0062.8 0022.4 0022.2 0022.1 0022.2 0022.1 0022.2 0022.1
 0062.8 0022.4 0022.2 0022.1 0022.2 0022.1 0022.2 0022.1
 0062.9 0022.4 0022.2 0022.1 0022.2 0022.1 0022.2 0022.1
 0062.9 0022.5 0022.2 0022.1 0022.2 0022.1 0022.2 0022.1
